北京,44
四川,4
浙江,4
其他,6
陕西,2
香港,4
上海,7
福建,1
天津,3
海外,10
重庆,2
湖北,1
湖南,1
广东,9
台湾,3
吉林,4
江苏,2
辽宁,1
贵州,1
河南,1
黑龙江,1
甘肃,1
新疆,1
云南,1
